focus,lemma,phrase,meaning_en,contexts_it,register,risk,tags,scenario_prompt,trap,cultural_note,native_sauce,phrase_hint,examples_it,src,tatoeba_it_id
phrase,,Sei sicura che questa sia la valigia di Tom?,Are you sure this is Tom's suitcase?,Sei sicura che questa sia la valigia di Tom?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5921786
phrase,,Siete sicuri che questa sia la valigia di Tom?,Are you sure this is Tom's suitcase?,Siete sicuri che questa sia la valigia di Tom?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5921787
phrase,,Siete sicure che questa sia la valigia di Tom?,Are you sure this is Tom's suitcase?,Siete sicure che questa sia la valigia di Tom?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5921788
phrase,,È sicuro che questa sia la valigia di Tom?,Are you sure this is Tom's suitcase?,È sicuro che questa sia la valigia di Tom?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5921790
phrase,,È sicura che questa sia la valigia di Tom?,Are you sure this is Tom's suitcase?,È sicura che questa sia la valigia di Tom?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5921791
phrase,,Chiama la sicurezza.,Call security.,Chiama la sicurezza.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5921850
phrase,,Chiamate la sicurezza.,Call security.,Chiamate la sicurezza.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5921851
phrase,,Chiami la sicurezza.,Call security.,Chiami la sicurezza.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5921852
phrase,,Non sono il diavolo.,I'm not the devil.,Non sono il diavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5923404
phrase,,Io non sono il diavolo.,I'm not the devil.,Io non sono il diavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5923405
phrase,,Pensavo che sarei stato troppo in ritardo.,I thought I'd be too late.,Pensavo che sarei stato troppo in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5926927
phrase,,Pensavo che sarei stata troppo in ritardo.,I thought I'd be too late.,Pensavo che sarei stata troppo in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5926928
phrase,,Tom gioca bene a pallavolo.,Tom plays volleyball well.,Tom gioca bene a pallavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5927229
phrase,,Controlliamo con loro.,Let's check with them.,Controlliamo con loro.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5949663
phrase,,Tom era seduto a un tavolo vicino.,Tom was sitting at a nearby table.,Tom era seduto a un tavolo vicino.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5960564
phrase,,Andrò all'aeroporto.,I'm going to go to the airport.,Andrò all'aeroporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5971418
phrase,,Tom si aspettava che Mary fosse in ritardo.,Tom expected Mary to be late.,Tom si aspettava che Mary fosse in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5973805
phrase,,Dov'è la tua valigia?,Where's your suitcase?,Dov'è la tua valigia?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5973928
phrase,,Dov'è la vostra valigia?,Where's your suitcase?,Dov'è la vostra valigia?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5973929
phrase,,Dov'è la sua valigia?,Where's your suitcase?,Dov'è la sua valigia?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5973930
phrase,,Ci servono più volontari.,We need more volunteers.,Ci servono più volontari.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5973969
phrase,,Abbiamo bisogno di più volontari.,We need more volunteers.,Abbiamo bisogno di più volontari.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5973970
phrase,,Le ho chiesto di firmare i documenti.,I asked her to sign the papers.,Le ho chiesto di firmare i documenti.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5974268
phrase,,Gli ho chiesto di firmare i documenti.,I asked him to sign the papers.,Gli ho chiesto di firmare i documenti.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5974270
phrase,,Ho chiesto loro di firmare i documenti.,I asked them to sign the papers.,Ho chiesto loro di firmare i documenti.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5974271
phrase,,È un problema di sicurezza.,It's a safety issue.,È un problema di sicurezza.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5976654
phrase,,Non sarò in ritardo.,I won't be late.,Non sarò in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5979926
phrase,,La valigia di Tom non era molto pesante.,Tom's suitcase wasn't very heavy.,La valigia di Tom non era molto pesante.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5981579
phrase,,Tom ha fatto un lavoro favoloso.,Tom did a fabulous job.,Tom ha fatto un lavoro favoloso.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5981583
phrase,,Tom fece un lavoro favoloso.,Tom did a fabulous job.,Tom fece un lavoro favoloso.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5981584
phrase,,"Per piacere, spiegate la procedura.",Please explain the procedure.,"Per piacere, spiegate la procedura.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5983624
phrase,,"Per favore, spiegate la procedura.",Please explain the procedure.,"Per favore, spiegate la procedura.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5983625
phrase,,Siamo troppo in ritardo per la festa?,Are we too late for the party?,Siamo troppo in ritardo per la festa?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5984165
phrase,,Alcune persone erano in ritardo.,Some people were late.,Alcune persone erano in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5984236
phrase,,Questo tesoro è favoloso.,This treasure is fabulous.,Questo tesoro è favoloso.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5984393
phrase,,Mi chiedo perché Tom sia in ritardo.,I wonder why Tom is late.,Mi chiedo perché Tom sia in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5986073
phrase,,Di' loro di non essere in ritardo.,Tell them not to be late.,Di' loro di non essere in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5989518
phrase,,Dica loro di non essere in ritardo.,Tell them not to be late.,Dica loro di non essere in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5989519
phrase,,Dite loro di non essere in ritardo.,Tell them not to be late.,Dite loro di non essere in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5989520
phrase,,Lo chiamerò quando arrivo lì.,I'll call him when I get there.,Lo chiamerò quando arrivo lì.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,5994247
phrase,,Non sarei sorpreso se Tom fosse in ritardo.,I wouldn't be surprised if Tom is late.,Non sarei sorpreso se Tom fosse in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6004552
phrase,,Non sarei sorpresa se Tom fosse in ritardo.,I wouldn't be surprised if Tom is late.,Non sarei sorpresa se Tom fosse in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6004553
phrase,,Apri la tua valigia.,Open your suitcase.,Apri la tua valigia.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6007453
phrase,,Apra la sua valigia.,Open your suitcase.,Apra la sua valigia.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6007454
phrase,,Aprite la vostra valigia.,Open your suitcase.,Aprite la vostra valigia.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6007455
phrase,,Il nostro aereo è in ritardo di trenta minuti.,Our plane is thirty minutes late.,Il nostro aereo è in ritardo di trenta minuti.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6019617
phrase,,"Dato che l'autobus era in ritardo, ho preso un taxi.","As the bus was late, I got a taxi.","Dato che l'autobus era in ritardo, ho preso un taxi.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6034497
phrase,,"Dato che l'autobus era in ritardo, presi un taxi.","As the bus was late, I got a taxi.","Dato che l'autobus era in ritardo, presi un taxi.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6034498
phrase,,Tom non ha detto a Mary perché era in ritardo.,Tom didn't tell Mary why he was late.,Tom non ha detto a Mary perché era in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6038426
phrase,,Tom non disse a Mary perché era in ritardo.,Tom didn't tell Mary why he was late.,Tom non disse a Mary perché era in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6038427
phrase,,Questo sarà favoloso.,This is going to be fabulous.,Questo sarà favoloso.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6041630
phrase,,Tom è un intrattenitore favoloso.,Tom is a fabulous entertainer.,Tom è un intrattenitore favoloso.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6043188
phrase,,Tom è un animatore favoloso.,Tom is a fabulous entertainer.,Tom è un animatore favoloso.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6043189
phrase,,Perché Tom è sdraiato sul tavolo?,Why is Tom lying down on the table?,Perché Tom è sdraiato sul tavolo?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6043323
phrase,,Tom è una guardia di sicurezza disoccupata.,Tom is an unemployed security guard.,Tom è una guardia di sicurezza disoccupata.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6043420
phrase,,Layla ha chiamato la sicurezza.,Layla called security.,Layla ha chiamato la sicurezza.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6043536
phrase,,Layla chiamò la sicurezza.,Layla called security.,Layla chiamò la sicurezza.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6043537
phrase,,Si è scusata per il suo ritardo.,She apologized for her delay.,Si è scusata per il suo ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6050918
phrase,,Non riesco a trovare il mio biglietto.,I can't find my ticket.,Non riesco a trovare il mio biglietto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6057223
phrase,,Non posso trovare il mio biglietto.,I can't find my ticket.,Non posso trovare il mio biglietto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6057224
phrase,,Penso che Tom sarà in ritardo.,I think Tom is going to be late.,Penso che Tom sarà in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6057363
phrase,,L'ha fatto contro la sua volontà.,She did it against her will.,L'ha fatto contro la sua volontà.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6062649
phrase,,L'ha fatta contro la sua volontà.,She did it against her will.,L'ha fatta contro la sua volontà.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6062650
phrase,,Lo fece contro la sua volontà.,She did it against her will.,Lo fece contro la sua volontà.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6062651
phrase,,La fece contro la sua volontà.,She did it against her will.,La fece contro la sua volontà.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6062653
phrase,,Non dovrei essere troppo in ritardo.,I shouldn't be too late.,Non dovrei essere troppo in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6065724
phrase,,Lascia i documenti nel mio ufficio.,Leave the documents in my office.,Lascia i documenti nel mio ufficio.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6071337
phrase,,Lasciate i documenti nel mio ufficio.,Leave the documents in my office.,Lasciate i documenti nel mio ufficio.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6071338
phrase,,Lasci i documenti nel mio ufficio.,Leave the documents in my office.,Lasci i documenti nel mio ufficio.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6071339
phrase,,È probabile che io sia in ritardo.,I'm likely to be late.,È probabile che io sia in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6080590
phrase,,Il pavimento è scivoloso.,The floor is slippery.,Il pavimento è scivoloso.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6122495
phrase,,"Dato che solitamente ci sono molti siti web su qualunque dato argomento, solitamente clicco sul pulsante ""indietro"" e basta quando arrivo su qualunque pagina web che ha della pubblicità a pop-up. Semplicemente vado sulla pagina successiva trovata da Google e spero di trovare qualcosa di meno irritante.","Since there are usually multiple websites on any given topic, I usually just click the back button when I arrive on any webpage that has pop-up advertising. I just go to the next page found by Google and hope for something less irritating.","Dato che solitamente ci sono molti siti web su qualunque dato argomento, solitamente clicco sul pulsante ""indietro"" e basta quando arrivo su qualunque pagina web che ha della pubblicità a pop-up. Semplicemente vado sulla pagina successiva trovata da Google e spero di trovare qualcosa di meno irritante.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6128767
phrase,,"Dato che di solito ci sono molti siti web su qualunque dato argomento, solitamente clicco sul pulsante ""indietro"" e basta quando arrivo su qualunque pagina web che ha della pubblicità a pop-up. Semplicemente vado sulla pagina successiva trovata da Google e spero di trovare qualcosa di meno irritante.","Since there are usually multiple websites on any given topic, I usually just click the back button when I arrive on any webpage that has pop-up advertising. I just go to the next page found by Google and hope for something less irritating.","Dato che di solito ci sono molti siti web su qualunque dato argomento, solitamente clicco sul pulsante ""indietro"" e basta quando arrivo su qualunque pagina web che ha della pubblicità a pop-up. Semplicemente vado sulla pagina successiva trovata da Google e spero di trovare qualcosa di meno irritante.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6128769
phrase,,"Dato che solitamente ci sono molti siti web su qualunque dato argomento, di solito clicco sul pulsante ""indietro"" e basta quando arrivo su qualunque pagina web che ha della pubblicità a pop-up. Semplicemente vado sulla pagina successiva trovata da Google e spero di trovare qualcosa di meno irritante.","Since there are usually multiple websites on any given topic, I usually just click the back button when I arrive on any webpage that has pop-up advertising. I just go to the next page found by Google and hope for something less irritating.","Dato che solitamente ci sono molti siti web su qualunque dato argomento, di solito clicco sul pulsante ""indietro"" e basta quando arrivo su qualunque pagina web che ha della pubblicità a pop-up. Semplicemente vado sulla pagina successiva trovata da Google e spero di trovare qualcosa di meno irritante.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6128770
phrase,,"Dato che di solito ci sono molti siti web su qualunque dato argomento, di solito clicco sul pulsante ""indietro"" e basta quando arrivo su qualunque pagina web che ha della pubblicità a pop-up. Semplicemente vado sulla pagina successiva trovata da Google e spero di trovare qualcosa di meno irritante.","Since there are usually multiple websites on any given topic, I usually just click the back button when I arrive on any webpage that has pop-up advertising. I just go to the next page found by Google and hope for something less irritating.","Dato che di solito ci sono molti siti web su qualunque dato argomento, di solito clicco sul pulsante ""indietro"" e basta quando arrivo su qualunque pagina web che ha della pubblicità a pop-up. Semplicemente vado sulla pagina successiva trovata da Google e spero di trovare qualcosa di meno irritante.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6128771
phrase,,"Dato che solitamente ci sono molti siti web su qualunque dato argomento, di solito clicco sul pulsante ""indietro"" e basta quando arrivo su qualsiasi pagina web che ha della pubblicità a pop-up. Semplicemente vado sulla pagina successiva trovata da Google e spero di trovare qualcosa di meno irritante.","Since there are usually multiple websites on any given topic, I usually just click the back button when I arrive on any webpage that has pop-up advertising. I just go to the next page found by Google and hope for something less irritating.","Dato che solitamente ci sono molti siti web su qualunque dato argomento, di solito clicco sul pulsante ""indietro"" e basta quando arrivo su qualsiasi pagina web che ha della pubblicità a pop-up. Semplicemente vado sulla pagina successiva trovata da Google e spero di trovare qualcosa di meno irritante.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6128772
phrase,,"Dato che solitamente ci sono molti siti web su qualsiasi dato argomento, di solito clicco sul pulsante ""indietro"" e basta quando arrivo su qualsiasi pagina web che ha della pubblicità a pop-up. Semplicemente vado sulla pagina successiva trovata da Google e spero di trovare qualcosa di meno irritante.","Since there are usually multiple websites on any given topic, I usually just click the back button when I arrive on any webpage that has pop-up advertising. I just go to the next page found by Google and hope for something less irritating.","Dato che solitamente ci sono molti siti web su qualsiasi dato argomento, di solito clicco sul pulsante ""indietro"" e basta quando arrivo su qualsiasi pagina web che ha della pubblicità a pop-up. Semplicemente vado sulla pagina successiva trovata da Google e spero di trovare qualcosa di meno irritante.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6128774
phrase,,"Dato che di solito ci sono molti siti web su qualsiasi dato argomento, solitamente clicco sul pulsante ""indietro"" e basta quando arrivo su qualunque pagina web che ha della pubblicità a pop-up. Semplicemente vado sulla pagina successiva trovata da Google e spero di trovare qualcosa di meno irritante.","Since there are usually multiple websites on any given topic, I usually just click the back button when I arrive on any webpage that has pop-up advertising. I just go to the next page found by Google and hope for something less irritating.","Dato che di solito ci sono molti siti web su qualsiasi dato argomento, solitamente clicco sul pulsante ""indietro"" e basta quando arrivo su qualunque pagina web che ha della pubblicità a pop-up. Semplicemente vado sulla pagina successiva trovata da Google e spero di trovare qualcosa di meno irritante.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6128808
phrase,,Quanto costa un biglietto?,How much is a ticket?,Quanto costa un biglietto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6133689
phrase,,Quanto viene un biglietto?,How much is a ticket?,Quanto viene un biglietto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6133690
phrase,,Quant'è un biglietto?,How much is a ticket?,Quant'è un biglietto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6133691
phrase,,Dobbiamo permettere un po' di ritardo.,We must allow for some delay.,Dobbiamo permettere un po' di ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6133821
phrase,,Che diavolo era quello?,What the hell was that?,Che diavolo era quello?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6140633
phrase,,Tom ha guardato sotto al tavolo.,Tom looked under the table.,Tom ha guardato sotto al tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6140677
phrase,,Tom guardò sotto al tavolo.,Tom looked under the table.,Tom guardò sotto al tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6140679
phrase,,Mi scuso per essere arrivato in ritardo.,I apologise for arriving late.,Mi scuso per essere arrivato in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6140761
phrase,,Mi scuso per essere arrivata in ritardo.,I apologise for arriving late.,Mi scuso per essere arrivata in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6140762
phrase,,Di chi è il libro sul tavolo?,Whose book is on the table?,Di chi è il libro sul tavolo?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6142789
phrase,,Quanto ci hai pagate?,How much did you pay us?,Quanto ci hai pagate?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6145639
phrase,,Quanto ci ha pagate?,How much did you pay us?,Quanto ci ha pagate?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6145641
phrase,,Quanto ci avete pagate?,How much did you pay us?,Quanto ci avete pagate?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6145643
phrase,,Controlliamo con un esperto.,Let's check with an expert.,Controlliamo con un esperto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6148600
phrase,,Sono pagate a giornata.,They are paid by the day.,Sono pagate a giornata.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6159543
phrase,,C'è una navetta tra l'hotel e l'aeroporto?,Is there a shuttle bus between the hotel and airport?,C'è una navetta tra l'hotel e l'aeroporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6159653
phrase,,C'è una navetta fra l'hotel e l'aeroporto?,Is there a shuttle bus between the hotel and airport?,C'è una navetta fra l'hotel e l'aeroporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6159654
phrase,,C'è una navetta tra l'albergo e l'aeroporto?,Is there a shuttle bus between the hotel and airport?,C'è una navetta tra l'albergo e l'aeroporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6159655
phrase,,C'è una navetta fra l'albergo e l'aeroporto?,Is there a shuttle bus between the hotel and airport?,C'è una navetta fra l'albergo e l'aeroporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6159656
phrase,,Tom non riusciva a trovare il suo passaporto.,Tom couldn't find his passport.,Tom non riusciva a trovare il suo passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6162216
phrase,,Tom è in ritardo di quasi tre ore.,Tom is nearly three hours late.,Tom è in ritardo di quasi tre ore.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6163174
phrase,,Il nostro treno è arrivato in ritardo.,Our train arrived late.,Il nostro treno è arrivato in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6167280
phrase,,Il nostro aereo è arrivato in ritardo.,Our plane arrived late.,Il nostro aereo è arrivato in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6167281
phrase,,Ci pagate ogni settimana.,You pay us every week.,Ci pagate ogni settimana.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6176758
phrase,,Jamal è ancora in ritardo.,Jamal is late again.,Jamal è ancora in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6198287
phrase,,Jamal è di nuovo in ritardo.,Jamal is late again.,Jamal è di nuovo in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6198288
phrase,,Le hai interrogate?,Have you questioned them?,Le hai interrogate?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6209641
phrase,,Le ha interrogate?,Have you questioned them?,Le ha interrogate?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6209642
phrase,,Le avete interrogate?,Have you questioned them?,Le avete interrogate?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6209643
phrase,,"La pagate bene, vero?","You pay her well, don't you?","La pagate bene, vero?",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6212444
phrase,,"Lo pagate bene, vero?","You pay him well, don't you?","Lo pagate bene, vero?",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6212449
phrase,,Ho dovuto prenotare un volo per lui.,I had to book a flight for him.,Ho dovuto prenotare un volo per lui.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6219523
phrase,,Dovetti prenotare un volo per lui.,I had to book a flight for him.,Dovetti prenotare un volo per lui.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6219524
phrase,,Non è da loro essere in ritardo.,It's not like them to be late.,Non è da loro essere in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6276244
phrase,,Non è da te essere in ritardo.,It's not like you to be late.,Non è da te essere in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6276245
phrase,,Non è da voi essere in ritardo.,It's not like you to be late.,Non è da voi essere in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6276246
phrase,,Non è da Tom essere in ritardo.,It's not like Tom to be late.,Non è da Tom essere in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6276249
phrase,,Non è da Tom essere così in ritardo.,It's not like Tom to be so late.,Non è da Tom essere così in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6276273
phrase,,Non è da Tom essere in ritardo senza chiamare.,It's not like Tom to be late without calling.,Non è da Tom essere in ritardo senza chiamare.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6276275
phrase,,Ho detto loro che saremmo stati in ritardo.,I told them we'd be late.,Ho detto loro che saremmo stati in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6276352
phrase,,Ho detto loro che saremmo state in ritardo.,I told them we'd be late.,Ho detto loro che saremmo state in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6276354
phrase,,Dissi loro che saremmo stati in ritardo.,I told them we'd be late.,Dissi loro che saremmo stati in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6276355
phrase,,Dissi loro che saremmo state in ritardo.,I told them we'd be late.,Dissi loro che saremmo state in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6276356
phrase,,Siete fregate.,You are screwed.,Siete fregate.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6276652
phrase,,Questo è il nostro passaporto.,This is our passport.,Questo è il nostro passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6276678
phrase,,Siamo fregate.,We're screwed.,Siamo fregate.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6284973
phrase,,"Sbrigatevi, ragazze.","Hurry up, girls.","Sbrigatevi, ragazze.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6285028
phrase,,"Posso vedere la tua carta d'imbarco, per favore?","May I see your boarding pass, please?","Posso vedere la tua carta d'imbarco, per favore?",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6299191
phrase,,"Posso vedere la tua carta d'imbarco, per piacere?","May I see your boarding pass, please?","Posso vedere la tua carta d'imbarco, per piacere?",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6299192
phrase,,"Posso vedere la sua carta d'imbarco, per favore?","May I see your boarding pass, please?","Posso vedere la sua carta d'imbarco, per favore?",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,6299193
